"CD_MUN";"NM_MUN";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"2507606";"Juarez Távora";"2799";"7794";"1,99";"1199,22";"2709943,06";"1200"
"2507705";"Juazeirinho";"5406";"16989";"2,43";"1273,28";"3795353,89";"1212"
"2507804";"Junco do Seridó";"2324";"6783";"1,79";"1422,64";"2515247,01";"1212"
"2507903";"Juripiranga";"3316";"9999";"2,21";"1233,86";"1606868,89";"1212"
"2508000";"Juru";"3208";"9229";"1,81";"1124,86";"933669,15";"1200"
"2508109";"Lagoa";"1488";"4384";"1,79";"1190,21";"1599649,13";"1212"
"2508208";"Lagoa de Dentro";"2630";"7812";"2,22";"1235,27";"1246566,13";"1212"
"2508307";"Lagoa Seca";"9172";"27623";"2,10";"2128,98";"471837014,59";"1212"
"2508406";"Lastro";"973";"3150";"2,17";"1169,15";"838639,02";"1212"
"2508505";"Livramento";"2417";"6868";"2,03";"1186,53";"1251077,04";"1212"
"2508554";"Logradouro";"1537";"4795";"2,03";"1362,14";"2076823,81";"1212"
"2508604";"Lucena";"3924";"12542";"2,67";"1455,17";"4846637,27";"1212"
"2508703";"Mãe d'Água";"1323";"3583";"1,98";"1219,43";"1441915,04";"1212"
"2508802";"Malta";"2053";"5998";"2,27";"1455,53";"1924246,05";"1212"
"2508901";"Mamanguape";"14483";"44540";"2,33";"1473,72";"3209019,93";"1212"
"2509008";"Manaíra";"3577";"10434";"1,96";"1101,42";"1342368,25";"1130"
"2509057";"Marcação";"2760";"8989";"2,52";"949,10";"240712,26";"1001"
"2509107";"Mari";"7354";"21372";"2,16";"1141,46";"997028,50";"1200"
"2509156";"Marizópolis";"2208";"6701";"1,95";"1296,03";"2033557,52";"1212"
"2509206";"Massaranduba";"4858";"14135";"2,06";"1201,60";"1420139,24";"1212"
"2509305";"Mataraca";"2680";"8223";"2,51";"1332,26";"8313280,73";"1212"
"2509339";"Matinhas";"1488";"4571";"2,17";"1129,32";"697422,92";"1200"
"2509370";"Mato Grosso";"826";"2540";"2,20";"1257,26";"1005435,55";"1212"
"2509396";"Maturéia";"2305";"6429";"1,76";"1102,00";"1258880,70";"1170"
"2509404";"Mogeiro";"4796";"13897";"1,99";"1114,98";"1721379,24";"1212"
"2509503";"Montadas";"1951";"5811";"2,25";"1213,87";"1290112,49";"1212"
"2509602";"Monte Horebe";"1573";"4313";"1,83";"1109,16";"976340,40";"1212"
"2509701";"Monteiro";"12129";"32139";"1,79";"1439,06";"3106026,59";"1210"
"2509800";"Mulungu";"3036";"8775";"2,14";"1212,56";"4685946,29";"1212"
"2509909";"Natuba";"3082";"8943";"2,12";"1550,69";"687379786,38";"1200"
"2510006";"Nazarezinho";"2524";"7202";"1,62";"1214,73";"1432273,79";"1212"
"2510105";"Nova Floresta";"3577";"9712";"1,90";"1167,00";"1470253,43";"1200"
"2510204";"Nova Olinda";"1970";"5787";"1,94";"1241,87";"3068149,70";"1212"
"2510303";"Nova Palmeira";"1544";"4250";"1,54";"1350,06";"1944230,14";"1212"
"2510402";"Olho d'Água";"2039";"6060";"2,18";"1124,69";"875454,48";"1212"
"2510501";"Olivedos";"1286";"3580";"1,77";"1242,02";"1088057,97";"1212"
"2510600";"Ouro Velho";"1120";"2918";"1,64";"1256,54";"1111628,85";"1212"
"2510659";"Parari";"644";"1720";"1,94";"1312,10";"887001,64";"1212"
"2510709";"Passagem";"860";"2463";"2,12";"1212,17";"960538,38";"1212"
"2510808";"Patos";"36234";"102401";"1,91";"2025,41";"9777945,11";"1212"
"2510907";"Paulista";"4125";"11821";"1,95";"1376,61";"5007219,81";"1200"
"2511004";"Pedra Branca";"1269";"3733";"2,03";"1419,40";"2660739,99";"1212"
"2511103";"Pedra Lavrada";"2479";"6841";"1,77";"1207,53";"1211829,88";"1212"
"2511202";"Pedras de Fogo";"9752";"29574";"2,11";"1342,78";"3151266,33";"1212"
"2511301";"Piancó";"5638";"16399";"2,03";"1486,30";"2698105,51";"1212"
"2511400";"Picuí";"6560";"18304";"1,77";"1459,47";"5434840,00";"1212"
"2511509";"Pilar";"4152";"12250";"2,17";"1263,69";"2322333,92";"1212"
"2511608";"Pilões";"2084";"6813";"2,60";"1260,77";"1531264,35";"1212"
"2511707";"Pilõezinhos";"1737";"5329";"2,20";"1110,47";"739778,61";"1212"
"2511806";"Pirpirituba";"3088";"9337";"2,31";"1271,94";"2021601,66";"1212"
"2511905";"Pitimbu";"5399";"16730";"2,47";"1288,58";"1651320,87";"1212"
"2512002";"Pocinhos";"5759";"17463";"2,39";"1247,71";"1637595,63";"1212"
"2512036";"Poço Dantas";"1277";"3830";"1,81";"1195,75";"1894966,01";"1212"
"2512077";"Poço de José de Moura";"1450";"4006";"1,72";"1400,18";"2497802,31";"1200"
"2512101";"Pombal";"11299";"32402";"1,82";"1643,18";"5321188,80";"1212"
"2512200";"Prata";"1428";"3907";"1,88";"1367,99";"1400968,23";"1212"
"2512309";"Princesa Isabel";"7352";"21060";"1,91";"1418,05";"3581262,07";"1200"
"2512408";"Puxinanã";"4802";"14213";"2,21";"1233,43";"1127955,91";"1212"
"2512507";"Queimadas";"16565";"47617";"1,90";"1297,80";"1463350,02";"1212"
"2512606";"Quixaba";"574";"1737";"1,94";"1213,84";"1262354,36";"1212"
"2512705";"Remígio";"5974";"17796";"2,33";"1452,94";"3496064,39";"1212"
"2512721";"Pedro Régis";"1948";"5763";"2,28";"1138,29";"3601292,50";"1212"
"2512747";"Riachão";"1016";"2927";"1,93";"1104,25";"657195,49";"1200"
"2512754";"Riachão do Bacamarte";"1591";"4676";"1,98";"1248,75";"794544,57";"1212"
"2512762";"Riachão do Poço";"1597";"4737";"2,15";"1127,04";"8167704,60";"1212"
"2512788";"Riacho de Santo Antônio";"657";"1946";"2,30";"1237,05";"1397742,75";"1212"
"2512804";"Riacho dos Cavalos";"2832";"8491";"1,70";"1208,69";"1235965,65";"1212"
"2512903";"Rio Tinto";"8203";"24544";"2,21";"1401,69";"2068240,02";"1212"
"2513000";"Salgadinho";"1110";"3355";"2,38";"1218,40";"1418858,61";"1212"
"2513109";"Salgado de São Félix";"4067";"11492";"2,05";"1092,13";"635577,42";"1200"
"2513158";"Santa Cecília";"2622";"7664";"1,90";"1075,58";"1087318,21";"1100"
"2513208";"Santa Cruz";"2053";"5945";"1,80";"1389,75";"1298686,79";"1212"
"2513307";"Santa Helena";"2078";"5855";"1,77";"1282,73";"2204874,41";"1212"
"2513356";"Santa Inês";"1057";"3221";"2,12";"1302,81";"1632544,68";"1212"
"2513406";"Santa Luzia";"5256";"14886";"1,92";"1784,40";"5586791,79";"1212"
"2513505";"Santana de Mangueira";"1616";"5003";"2,48";"1372,83";"5568551,73";"1212"
"2513604";"Santana dos Garrotes";"2301";"6567";"2,02";"1315,52";"2023518,79";"1212"
"2513653";"Joca Claudino";"875";"2539";"1,67";"1241,55";"2155404,75";"1200"
"2513703";"Santa Rita";"49515";"149236";"2,05";"1522,01";"2345068,92";"1212"
"2513802";"Santa Teresinha";"1486";"4401";"2,21";"1295,32";"2116257,99";"1212"
"2513851";"Santo André";"997";"2620";"2,00";"1343,29";"2950321,29";"1212"
"2513901";"São Bento";"10940";"32200";"1,85";"1330,01";"2155966,77";"1212"
"2513927";"São Bentinho";"1491";"4327";"2,27";"1230,78";"865077,09";"1212"
"2513943";"São Domingos do Cariri";"920";"2585";"2,11";"1315,31";"932900,94";"1200"
"2513968";"São Domingos";"921";"2593";"1,79";"1056,87";"303528,33";"1200"
"2513984";"São Francisco";"1120";"3137";"1,50";"1239,45";"1072776,44";"1212"
"2514008";"São João do Cariri";"1526";"4194";"2,10";"1469,72";"1728273,07";"1212"
"2514107";"São João do Tigre";"1701";"4260";"1,85";"1123,28";"1036108,70";"1200"
"2514206";"São José da Lagoa Tapada";"2529";"7122";"1,68";"1231,89";"5354807,07";"1212"
"2514305";"São José de Caiana";"1675";"5034";"2,13";"1213,99";"1089687,02";"1212"
"2514404";"São José de Espinharas";"1344";"4067";"2,46";"1252,99";"1836612,48";"1212"
"2514453";"São José dos Ramos";"1956";"5877";"2,08";"1093,57";"825943,39";"1212"
"2514503";"São José de Piranhas";"6659";"18998";"1,82";"1432,24";"3199613,65";"1200"
"2514552";"São José de Princesa";"1170";"3398";"2,14";"1223,20";"1741038,60";"1200"
"2514602";"São José do Bonfim";"1100";"3241";"2,23";"1227,79";"953850,72";"1212"
"2514651";"São José do Brejo do Cruz";"542";"1696";"2,35";"1307,51";"1028453,67";"1212"
"2514701";"São José do Sabugi";"1412";"4129";"1,92";"1500,70";"1758623,56";"1212"
"2514800";"São José dos Cordeiros";"1288";"3411";"1,80";"1129,32";"662787,07";"1212"
"2514909";"São Mamede";"2673";"7460";"2,04";"1605,00";"8233962,97";"1212"
"2515005";"São Miguel de Taipu";"2281";"7061";"2,18";"1221,11";"3971118,06";"1200"
"2515104";"São Sebastião de Lagoa de Roça";"3764";"11026";"2,08";"1351,52";"1818541,42";"1212"
"2515203";"São Sebastião do Umbuzeiro";"1260";"3275";"1,58";"1254,16";"1282358,17";"1200"
"2515302";"Sapé";"16897";"51169";"2,37";"1329,32";"1725620,22";"1212"
"2515401";"São Vicente do Seridó";"3405";"10290";"2,13";"1082,00";"871096,67";"1200"
"2515500";"Serra Branca";"5054";"13543";"1,98";"1394,24";"21660296,19";"1200"
"2515609";"Serra da Raiz";"998";"3091";"2,42";"1393,12";"1712300,83";"1212"
"2515708";"Serra Grande";"1046";"2941";"1,82";"1277,91";"1424757,49";"1212"
"2515807";"Serra Redonda";"2430";"6821";"1,89";"1206,57";"1255724,28";"1212"
"2515906";"Serraria";"1636";"4882";"2,59";"1221,44";"1465458,40";"1212"
"2515930";"Sertãozinho";"1716";"5054";"2,07";"1294,33";"1269441,33";"1200"
"2515971";"Sobrado";"2762";"8236";"2,24";"1084,68";"1106216,23";"1200"
"2516003";"Solânea";"9096";"26675";"2,13";"1526,69";"3365787,19";"1212"
"2516102";"Soledade";"4780";"13877";"2,05";"1378,96";"3127233,63";"1212"
"2516151";"Sossêgo";"1160";"3345";"1,93";"1176,15";"1040354,15";"1212"
"2516201";"Sousa";"22551";"66913";"1,95";"1778,06";"10107641,63";"1212"
"2516300";"Sumé";"6633";"17109";"1,72";"1469,18";"4872243,01";"1200"
"2516409";"Tacima";"2728";"7997";"2,43";"1092,52";"1582355,57";"1200"
"2516508";"Taperoá";"4973";"14063";"2,20";"1222,48";"1287399,01";"1212"
"2516607";"Tavares";"4796";"14097";"1,98";"1183,62";"2345121,13";"1200"
"2516706";"Teixeira";"5027";"14589";"2,04";"1329,91";"3110116,70";"1200"
"2516755";"Tenório";"1076";"2964";"1,65";"1171,34";"1249252,07";"1200"
"2516805";"Triunfo";"3172";"9879";"2,47";"1294,19";"1537847,74";"1210"
"2516904";"Uiraúna";"5092";"14892";"1,98";"1511,12";"2775805,75";"1212"
"2517001";"Umbuzeiro";"2998";"9101";"2,69";"1146,13";"1619148,04";"1200"
"2517100";"Várzea";"991";"2665";"1,82";"1725,81";"3106983,25";"1212"
"2517209";"Vieirópolis";"1622";"4857";"1,80";"1233,07";"673896,34";"1200"
"2517407";"Zabelê";"835";"2220";"1,78";"1182,66";"1084720,27";"1212"
"2600054";"Abreu e Lima";"34672";"96683";"1,97";"1498,54";"2823844,31";"1212"
"2600104";"Afogados da Ingazeira";"14819";"40146";"1,75";"1677,63";"10103321,01";"1212"
"2600203";"Afrânio";"5805";"18615";"3,37";"1280,60";"8575151,31";"1200"
"2600302";"Agrestina";"8550";"23750";"1,90";"1215,86";"2893812,19";"1200"
"2600401";"Água Preta";"8779";"26413";"2,36";"1215,84";"1332113,36";"1212"
"2600500";"Águas Belas";"13433";"41513";"2,73";"992,16";"549378,22";"950"
"2600609";"Alagoinha";"4882";"13535";"2,10";"1340,99";"4039051,29";"1200"
"2600708";"Aliança";"12255";"35715";"2,24";"1264,79";"1575487,63";"1212"
"2600807";"Altinho";"7889";"20649";"1,86";"1212,70";"1794006,93";"1200"
"2600906";"Amaraji";"6408";"18199";"1,98";"1186,92";"1264836,21";"1200"
"2601003";"Angelim";"3476";"10226";"2,20";"1275,30";"3268450,30";"1200"
"2601052";"Araçoiaba";"6292";"19234";"2,46";"1205,11";"1076018,05";"1212"
"2601102";"Araripina";"27498";"85065";"2,30";"1359,13";"5703023,28";"1200"
"2601201";"Arcoverde";"27693";"76761";"2,11";"1875,50";"7646045,55";"1212"
"2601300";"Barra de Guabiraba";"4052";"12248";"2,41";"1165,94";"1247108,19";"1200"
"2601409";"Barreiros";"13356";"40068";"2,35";"1311,23";"1932463,12";"1212"
"2601508";"Belém de Maria";"3410";"10376";"2,64";"1110,19";"985660,04";"1200"
"2601607";"Belém do São Francisco";"5621";"18282";"3,06";"1366,23";"4106318,91";"1200"
"2601706";"Belo Jardim";"29196";"79388";"1,81";"1488,02";"3519649,47";"1212"
"2601805";"Betânia";"3774";"11216";"2,17";"1191,77";"1348195,34";"1200"
"2601904";"Bezerros";"23798";"61540";"1,66";"1385,66";"5117253,54";"1200"
"2602001";"Bodocó";"11130";"34441";"2,25";"1199,65";"2722969,98";"1100"
"2602100";"Bom Conselho";"15181";"44172";"2,14";"1327,05";"4195949,75";"1200"
"2602209";"Bom Jardim";"13250";"37603";"1,91";"1189,19";"2126044,60";"1200"
"2602308";"Bonito";"13257";"37445";"2,11";"1269,28";"3611709,09";"1200"
"2602407";"Brejão";"3042";"9055";"2,16";"1182,47";"2371865,44";"1200"
"2602506";"Brejinho";"2882";"7712";"1,67";"1222,57";"1171747,55";"1200"
"2602605";"Brejo da Madre de Deus";"17173";"48591";"1,93";"1217,49";"1373653,84";"1200"
"2602704";"Buenos Aires";"4424";"12801";"2,04";"1208,89";"1846406,64";"1212"
"2602803";"Buíque";"17111";"51873";"2,72";"1087,35";"2101930,33";"1000"
"2602902";"Cabo de Santo Agostinho";"71704";"202733";"1,90";"1767,17";"6925663,46";"1212"
"2603009";"Cabrobó";"9960";"30141";"2,32";"1288,99";"3335394,07";"1200"
"2603108";"Cachoeirinha";"7317";"19896";"1,84";"1212,38";"2201101,02";"1200"
"2603207";"Caetés";"9262";"28773";"2,31";"1089,97";"1491338,05";"1200"
"2603306";"Calçado";"3765";"11082";"1,85";"1071,13";"935913,01";"1000"
"2603405";"Calumbi";"1795";"5228";"2,01";"1464,55";"9307526,96";"1212"
"2603454";"Camaragibe";"53357";"147459";"1,80";"1968,46";"7228601,47";"1212"
"2603504";"Camocim de São Félix";"6305";"17389";"1,90";"1246,79";"1674371,03";"1212"
"2603603";"Camutanga";"2551";"7736";"2,08";"1347,02";"3332933,93";"1212"
"2603702";"Canhotinho";"7838";"22630";"2,21";"1217,41";"2002436,40";"1200"
"2603801";"Capoeiras";"6031";"18307";"2,29";"1140,98";"1121617,92";"1200"
"2603900";"Carnaíba";"6788";"18605";"1,75";"1220,58";"1483712,58";"1200"
"2603926";"Carnaubeira da Penha";"3385";"12155";"3,69";"1226,57";"1352272,90";"1200"
"2604007";"Carpina";"27652";"79059";"1,92";"1814,22";"5171599,85";"1212"
"2604106";"Caruaru";"138470";"376391";"1,81";"2135,12";"65824711,18";"1212"
"2604155";"Casinhas";"4210";"12965";"2,23";"1003,95";"484199,73";"1200"
"2604205";"Catende";"10858";"32063";"2,41";"1305,45";"1858501,06";"1200"
"2604304";"Cedro";"3403";"10517";"1,94";"1262,53";"3087704,06";"1212"
"2604403";"Chã de Alegria";"4384";"12983";"2,04";"1179,33";"1004899,24";"1212"
"2604502";"Chã Grande";"7287";"20529";"1,84";"1276,82";"2325590,45";"1200"
"2604601";"Condado";"8301";"24516";"2,18";"1409,98";"3140436,41";"1212"
"2604700";"Correntes";"5159";"17092";"2,74";"1184,25";"1701150,94";"1200"
"2604809";"Cortês";"3611";"10197";"2,00";"1272,83";"1273545,28";"1212"
"2604908";"Cumaru";"5675";"15904";"1,93";"1206,08";"1796027,33";"1212"
"2605004";"Cupira";"8469";"23508";"1,84";"1264,13";"2088981,98";"1200"
"2605103";"Custódia";"13424";"37603";"1,82";"1414,71";"4028935,95";"1200"
"2605152";"Dormentes";"5812";"17185";"2,11";"1302,52";"2410445,05";"1212"
"2605202";"Escada";"21041";"59736";"1,97";"1464,51";"2785580,26";"1212"
"2605301";"Exu";"10157";"31822";"2,44";"1211,75";"3230897,64";"1200"
"2605400";"Feira Nova";"7693";"21426";"1,81";"1262,74";"1536075,88";"1200"
"2605459";"Fernando de Noronha";"717";"2147";"3,45";"4161,38";"29983252,21";"2600"
"2605509";"Ferreiros";"4937";"15005";"2,12";"1437,02";"2550419,50";"1212"
"2605608";"Flores";"7520";"20315";"1,85";"1189,74";"2988421,63";"1200"
"2605707";"Floresta";"9407";"30059";"2,77";"1491,90";"4054945,83";"1212"
"2605806";"Frei Miguelinho";"5143";"13624";"1,79";"1253,46";"1629164,46";"1200"
"2605905";"Gameleira";"6188";"18194";"2,27";"1202,85";"1376110,05";"1212"
"2606002";"Garanhuns";"49020";"142040";"2,08";"2148,50";"85132368,67";"1212"
"2606101";"Glória do Goitá";"10182";"29339";"1,95";"1342,69";"27637368,02";"1200"
"2606200";"Goiana";"27962";"80855";"2,14";"1573,19";"3146750,48";"1212"
"2606309";"Granito";"2257";"6945";"2,35";"1226,66";"1603675,25";"1200"
"2606408";"Gravatá";"32065";"86295";"1,74";"1660,05";"6658463,27";"1212"
"2606507";"Iati";"5674";"17157";"2,29";"1190,94";"1754426,58";"1200"
"2606606";"Ibimirim";"8857";"26550";"2,52";"1157,28";"1532466,67";"1112"
"2606705";"Ibirajuba";"2641";"7140";"1,88";"1140,89";"1608286,07";"1212"
"2606804";"Igarassu";"40503";"114914";"1,90";"1615,19";"3340259,25";"1212"
"2606903";"Iguaracy";"4054";"11064";"1,92";"1170,67";"1524427,83";"1200"
"2607000";"Inajá";"7298";"25539";"3,31";"1095,48";"1283748,79";"1000"
"2607109";"Ingazeira";"1692";"4762";"1,93";"1252,07";"1423672,48";"1212"
"2607208";"Ipojuca";"33182";"98430";"2,18";"1591,98";"39031841,49";"1212"
"2607307";"Ipubi";"9330";"28996";"2,29";"1096,73";"1502009,46";"1000"
"2607406";"Itacuruba";"1344";"4283";"2,39";"1411,67";"1639897,81";"1212"
"2607505";"Itaíba";"10711";"32559";"2,23";"1163,25";"2049347,08";"1000"
"2607604";"Ilha de Itamaracá";"7771";"21523";"2,22";"1568,69";"4176797,02";"1212"
"2607653";"Itambé";"11542";"34889";"2,34";"1265,24";"2030244,26";"1212"
"2607703";"Itapetim";"5489";"13781";"1,60";"1517,04";"281538688,31";"1200"
"2607752";"Itapissuma";"8221";"23986";"2,09";"1344,05";"2703899,19";"1212"
"2607802";"Itaquitinga";"5143";"15476";"2,46";"1232,07";"1344894,15";"1212"
"2607901";"Jaboatão dos Guararapes";"235140";"642794";"1,88";"2255,40";"56518873,62";"1212"
"2607950";"Jaqueira";"3262";"10240";"2,95";"1152,19";"899976,51";"1212"
"2608008";"Jataúba";"5766";"15802";"1,92";"1208,83";"182473245,67";"1000"
"2608057";"Jatobá";"4687";"13990";"2,39";"1509,84";"3130684,78";"1212"
"2608107";"João Alfredo";"10271";"27720";"1,72";"1155,64";"1589857,67";"1200"
"2608206";"Joaquim Nabuco";"4378";"13266";"2,26";"1199,90";"1162413,56";"1212"
"2608255";"Jucati";"3812";"11513";"1,97";"1120,94";"1684419,70";"1100"
"2608305";"Jupi";"5313";"15323";"1,88";"1232,44";"2260447,98";"1200"
"2608404";"Jurema";"4791";"13648";"2,19";"1045,51";"949969,40";"1000"
"2608453";"Lagoa do Carro";"6337";"17969";"1,86";"1313,73";"2822946,63";"1212"
"2608503";"Lagoa de Itaenga";"6707";"18991";"1,94";"1279,86";"1443601,02";"1200"
"2608602";"Lagoa do Ouro";"4150";"11899";"1,98";"1145,50";"1183864,13";"1200"
"2608701";"Lagoa dos Gatos";"4967";"14067";"2,14";"1086,57";"1165496,58";"1000"
"2608750";"Lagoa Grande";"8055";"24040";"2,29";"1247,01";"2591500,31";"1212"
"2608800";"Lajedo";"13932";"39464";"1,95";"1666,99";"956588707,90";"1200"
"2608909";"Limoeiro";"20188";"55278";"1,83";"1595,56";"3747234,81";"1212"
"2609006";"Macaparana";"7957";"23804";"2,17";"1288,08";"3016664,92";"1212"
"2609105";"Machados";"3841";"11327";"2,17";"1165,74";"1542622,42";"1200"
"2609154";"Manari";"6694";"23751";"4,03";"936,89";"529624,82";"700"
"2609204";"Maraial";"3094";"9353";"2,50";"1090,90";"895549,29";"1200"
"2609303";"Mirandiba";"4446";"14070";"2,77";"1317,36";"2486782,80";"1212"
"2609402";"Moreno";"19591";"55066";"1,91";"1456,03";"1951274,33";"1212"
"2609501";"Nazaré da Mata";"10662";"30538";"1,96";"1636,13";"3451121,98";"1212"
"2609600";"Olinda";"127261";"349263";"2,00";"2413,05";"22551778,71";"1212"
"2609709";"Orobó";"7391";"21758";"2,09";"1161,05";"1620732,26";"1200"
"2609808";"Orocó";"4282";"13592";"2,44";"1089,99";"1266704,28";"1000"
"2609907";"Ouricuri";"21487";"65212";"2,49";"1338,00";"3668011,31";"1200"
"2610004";"Palmares";"18422";"53752";"2,14";"1570,83";"3567093,14";"1212"
"2610103";"Palmeirina";"2476";"7030";"2,19";"1293,91";"2182497,18";"1200"
"2610202";"Panelas";"8197";"22983";"2,23";"1136,87";"2650866,91";"1200"
"2610301";"Paranatama";"4207";"12187";"2,03";"1117,62";"829969,30";"1200"
"2610400";"Parnamirim";"6086";"18599";"2,42";"1331,30";"4194799,29";"1200"
"2610509";"Passira";"10376";"28336";"1,69";"1385,91";"238217638,01";"1200"
"2610608";"Paudalho";"18909";"56588";"2,24";"1941,44";"17367661,30";"1212"
"2610707";"Paulista";"124307";"341577";"1,86";"2165,63";"6441066,77";"1245"
"2610806";"Pedra";"7723";"22771";"2,41";"1171,90";"1573309,32";"1100"
"2610905";"Pesqueira";"22002";"61921";"2,14";"1373,88";"3329516,87";"1200"
"2611002";"Petrolândia";"10907";"34095";"2,61";"1419,16";"4893623,62";"1212"
"2611101";"Petrolina";"128378";"385326";"2,20";"2369,59";"20899489,58";"1212"
"2611200";"Poção";"3844";"10495";"2,09";"1053,20";"779177,11";"1200"
"2611309";"Pombos";"9859";"27547";"1,78";"1327,45";"28829201,30";"1200"
"2611408";"Primavera";"4490";"13825";"2,55";"1324,50";"1440753,40";"1212"
"2611507";"Quipapá";"6123";"17921";"2,26";"1125,27";"1344978,96";"1200"
"2611533";"Quixaba";"2274";"6536";"1,83";"1137,21";"915189,57";"1200"
"2611606";"Recife";"547443";"1479478";"1,93";"4112,89";"307571266,56";"1500"
"2611705";"Riacho das Almas";"7743";"20638";"1,58";"1190,73";"1643104,75";"1200"
"2611804";"Ribeirão";"11917";"33489";"1,95";"1521,16";"5213088,69";"1212"
"2611903";"Rio Formoso";"6438";"19996";"2,51";"1384,69";"1808905,53";"1200"
"2612000";"Sairé";"4118";"10880";"1,74";"1354,49";"3317871,20";"1212"
"2612109";"Salgadinho";"2051";"5727";"2,23";"1290,60";"8280804,78";"1200"
"2612208";"Salgueiro";"20386";"61929";"2,31";"1782,67";"6337507,24";"1212"
"2612307";"Saloá";"4791";"13782";"2,15";"1223,90";"1403502,39";"1200"
"2612406";"Sanharó";"6601";"18618";"2,02";"1393,36";"18534747,44";"1200"
"2612455";"Santa Cruz";"4366";"13835";"3,20";"1106,29";"2094351,12";"1200"
"2612471";"Santa Cruz da Baixa Verde";"3982";"11567";"2,21";"1273,46";"1750489,97";"1200"
"2612505";"Santa Cruz do Capibaribe";"34711";"97523";"1,79";"1575,23";"51735914,31";"1212"
"2612554";"Santa Filomena";"4091";"12106";"2,40";"1063,54";"751318,90";"1200"
